1490662544494,2255
1490662544495,964
1490662544496,861
1490662544499,2941
1490662544501,2002
1490662544503,1716
1490662544504,1157
1490662544506,1345
1490662544507,1164
1490662544508,1099
1490662544509,1464
1490662544513,3024
1490662544515,2142
1490662544517,1757
1490662544519,2264
1490662544521,2262
1490662544523,1671
1490662544526,2465
1490662544528,2200
1490662544529,1087
1490662544533,3539
1490662544535,2192
1490662544536,1603
1490662544539,2351
1490662544541,2340
1490662544543,1809
1490662544544,1000
1490662544546,1493
1490662544548,2250
1490662544550,1672
1490662544553,2712
1490662544555,2118
1490662544556,1546
1490662544559,2363
1490662544561,2317
1490662544562,1048
1490662544563,805
1490662544566,2526
1490662544568,2285
1490662544569,818
1490662544570,785
1490662544572,2522
1490662544575,2327
1490662544576,859
1490662544576,652
1490662544579,2689
1490662544581,2146
1490662544582,856
1490662544583,822
1490662544585,2484
1490662544588,2178
1490662544588,847
1490662544589,354
1490662544589,451
1490662544590,267
1490662544592,2280
1490662544594,2200
1490662544595,973
1490662544596,866
1490662544599,2537
1490662544601,2255
1490662544602,942
1490662544603,823
1490662544605,2539
1490662544608,3075
1490662544609,831
1490662544612,2580
1490662544614,2182
1490662544615,943
1490662544615,336
1490662544616,990
1490662544619,2611
1490662544621,2360
1490662544622,912
1490662544623,920
1490662544623,306
1490662544626,2268
1490662544627,902
1490662544628,944
1490662544629,838
1490662544630,1207
1490662544632,2115
1490662544633,1080
1490662544634,948
1490662544634,341
1490662544635,759
1490662544636,1009
1490662544640,4033
1490662544641,325
1490662544641,537
1490662544644,2509
1490662544645,1069
1490662544646,928
1490662544652,6153
1490662544654,2633
1490662544657,2425
1490662544658,1001
1490662544659,841
1490662544664,5129
1490662544665,936
1490662544665,503
1490662544666,452
1490662544668,2363
1490662544669,636
1490662544671,1478
1490662544672,1014
1490662544672,818
1490662544675,2577
1490662544677,2209
1490662544679,1848
1490662544682,2371
1490662544682,718
1490662544684,1496
1490662544685,964
1490662544689,3447
1490662544691,2160
1490662544695,4499
1490662544698,2289
1490662544699,1624
1490662544700,918
1490662544702,1658
1490662544703,822
1490662544705,1667
1490662544706,868
1490662544709,3336
1490662544711,2269
1490662544713,1692
1490662544716,2386
1490662544718,2304
1490662544720,1894
1490662544723,2926
1490662544725,1727
1490662544726,1076
1490662544729,3357
1490662544730,609
1490662544731,601
1490662544732,1099
1490662544733,925
1490662544734,851
1490662544736,2560
1490662544739,2372
1490662544739,562
1490662544741,1329
1490662544744,2914
1490662544744,569
1490662544746,1652
1490662544747,675
1490662544748,1039
1490662544750,2567
1490662544753,2178
1490662544754,1002
1490662544755,881
1490662544760,5061
1490662544761,953
1490662544762,884
1490662544764,2599
1490662544767,2289
1490662544768,953
1490662544771,3348
1490662544772,631
1490662544773,1633
1490662544774,583
1490662544775,1239
1490662544776,539
1490662544778,1888
1490662544780,2281
1490662544782,1973
1490662544785,2540
1490662544787,2299
1490662544788,887
1490662544789,821
1490662544791,2712
1490662544794,2397
1490662544795,541
1490662544796,1155
1490662544798,2489
1490662544801,2221
1490662544801,938
1490662544802,536
1490662544805,2799
1490662544807,2235
1490662544808,1068
1490662544809,914
1490662544812,2508
1490662544814,2459
1490662544816,1605
1490662544818,2494
1490662544821,2318
1490662544822,956
1490662544823,840
1490662544823,537
1490662544825,1973
1490662544828,2288
1490662544829,992
1490662544829,498
1490662544832,2904
1490662544834,2280
1490662544836,1025
1490662544836,891
1490662544839,2491
1490662544841,2279
1490662544842,1003
1490662544843,952
1490662544844,496
1490662544846,1954
1490662544848,2327
1490662544849,516
1490662544850,1128
1490662544852,2510
1490662544855,2249
1490662544856,955
1490662544857,893
1490662544859,2539
1490662544862,2412
1490662544863,957
1490662544863,507
1490662544866,2978
1490662544869,2267
1490662544869,496
1490662544870,1160
1490662544873,2589
1490662544875,2289
1490662544876,1003
1490662544877,925
1490662544880,2499
1490662544882,2238
1490662544883,1040
1490662544884,889
1490662544889,4823
1490662544890,687
1490662544891,1074
1490662544894,2614
1490662544896,2376
1490662544897,725
1490662544898,941
1490662544900,2551
1490662544903,2248
1490662544903,635
1490662544904,1113
1490662544907,2467
1490662544909,2239
1490662544911,1186
1490662544912,977
1490662544914,2489
1490662544916,2166
1490662544921,4707
1490662544923,1979
1490662544924,874
1490662544925,663
1490662544928,2745
1490662544930,2540
1490662544931,864
1490662544932,791
1490662544935,2466
1490662544937,2242
1490662544938,1049
1490662544939,872
1490662544941,2484
1490662544944,2293
1490662544944,715
1490662544946,1266
1490662544946,630
1490662544948,1916
1490662544951,2253
1490662544952,969
1490662544953,813
1490662544955,2485
1490662544957,2232
1490662544958,546
1490662544959,1221
1490662544962,2520
1490662544964,2510
1490662544965,972
1490662544966,873
1490662544967,509
1490662544969,2022
1490662544971,2410
1490662544972,635
1490662544973,1098
1490662544976,2486
1490662544978,2380
1490662544979,1033
1490662544980,978
1490662544983,2556
1490662544985,2306
1490662544986,967
1490662544987,619
1490662544989,2557
1490662544992,2318
1490662544993,1194
1490662544994,916
1490662544997,2709
1490662544999,2285
1490662545000,1019
1490662545001,868
1490662545004,2628
1490662545006,2355
1490662545008,1763
1490662545009,642
1490662545011,1955
1490662545013,2411
1490662545014,972
1490662545015,792
1490662545017,2345
1490662545017,130
1490662545021,3374
1490662545022,707
1490662545024,2608
1490662545027,2252
1490662545028,1079
1490662545029,825
1490662545031,2590
1490662545034,2300
1490662545035,933
1490662545035,826
1490662545038,2487
1490662545040,2326
1490662545041,1029
1490662545042,905
1490662545043,762
1490662545045,2167
1490662545048,2236
1490662545049,1006
1490662545049,594
1490662545052,2762
1490662545054,2228
1490662545055,696
1490662545056,1073
1490662545057,688
1490662545059,1842
1490662545061,2373
1490662545062,972
1490662545063,951
1490662545064,670
1490662545066,1823
1490662545068,2336
1490662545069,995
1490662545073,3284
1490662545075,2319
1490662545076,842
1490662545077,699
1490662545079,2567
1490662545082,2440
1490662545083,967
1490662545084,687
1490662545086,2704
1490662545087,763
1490662545089,1393
1490662545089,696
1490662545090,998
1490662545093,2528
1490662545096,3296
1490662545097,824
1490662545100,2605
1490662545102,2249
1490662545103,1054
1490662545105,1381
1490662545107,2560
1490662545109,2174
1490662545110,984
1490662545112,1039
1490662545115,2960
1490662545117,2498
1490662545118,911
1490662545119,624
1490662545122,2903
1490662545124,2415
1490662545125,1018
1490662545129,3305
1490662545129,678
1490662545131,1579
1490662545132,718
1490662545133,1052
1490662545135,2442
1490662545136,695
1490662545137,668
1490662545138,785
1490662545139,1021
1490662545140,885
1490662545140,769
1490662545141,766
1490662545145,3443
1490662545146,908
1490662545149,3107
1490662545151,2343
1490662545153,1618
1490662545156,2529
1490662545158,2318
1490662545159,988
1490662545160,697
1490662545162,2605
1490662545165,2235
1490662545165,695
1490662545167,1071
1490662545169,2505
1490662545171,2251
1490662545172,645
1490662545173,1276
1490662545176,2487
1490662545178,2354
1490662545179,648
1490662545180,1135
1490662545183,2355
1490662545185,2231
1490662545186,658
1490662545189,3664
1490662545190,736
1490662545192,1633
1490662545193,964
1490662545194,959
1490662545196,2517
1490662545199,2336
1490662545199,454
1490662545201,1310
1490662545203,2688
1490662545204,441
1490662545206,1922
1490662545207,961
1490662545207,472
1490662545210,2999
1490662545213,2198
1490662545214,980
1490662545214,437
1490662545217,2895
1490662545219,2272
1490662545220,970
1490662545221,983
1490662545222,440
1490662545224,2331
1490662545226,2268
1490662545227,994
1490662545228,442
1490662545231,2848
1490662545233,2278
1490662545234,981
1490662545235,451
1490662545237,2821
1490662545240,2256
1490662545241,990
1490662545241,501
1490662545244,2957
1490662545247,2264
1490662545248,968
1490662545248,531
1490662545251,2779
1490662545253,2300
1490662545254,987
1490662545255,802
1490662545258,2524
1490662545261,3258
1490662545262,945
1490662545264,2532
1490662545265,354
1490662545267,1886
1490662545268,975
1490662545269,915
1490662545271,2490
1490662545273,2149
1490662545274,1011
1490662545275,899
1490662545278,2756
1490662545279,496
1490662545280,1656
1490662545281,410
1490662545282,1236
1490662545282,421
1490662545283,404
1490662545285,1791
1490662545287,2574
1490662545288,969
1490662545292,3351
1490662545294,2312
1490662545295,971
1490662545296,461
1490662545298,2844
1490662545301,2221
1490662545302,935
1490662545305,3440
1490662545307,2266
1490662545308,897
1490662545309,840
1490662545312,2674
1490662545314,2282
1490662545315,633
1490662545316,986
1490662545318,2433
1490662545321,2285
1490662545325,4186
1490662545327,2371
1490662545329,1084
1490662545332,3342
1490662545334,2372
1490662545336,1619
1490662545339,2491
1490662545341,2238
